No.,측정일시,URL,사이트명,페이지상세,네트워크,Performance Score,상태,FCP (초),LCP (초),TBT (ms),Speed Index,측정시간,주요 문제점,개선 제안
202,2025. 12. 17 오전 10:40:49,https://www.google.com,Google,홈,Mobile 4G,90,우수,1.95,2.6,258,1.95,11초,"사용하지 않는 CSS 줄이기, Largest Contentful Paint, Total Blocking Time, First Contentful Paint, Time to Interactive",사용하지 않는 CSS 줄이기: 예상 절감 용량: 11KiB | Largest Contentful Paint: 2.6 초 | Total Blocking Time: 260 밀리초
203,2025. 12. 17 오전 10:40:49,https://www.naver.com,Naver,홈,Mobile 4G,43,개선 필요,4.09,18.23,684,7.59,37초,"여러 차례의 페이지 리디렉션 피하기, LCP 분석, 네트워크 종속 항목 트리, Speed Index, Largest Contentful Paint",여러 차례의 페이지 리디렉션 피하기: 예상 절감 시간: 780밀리초 | Speed Index: 7.6 초 | Largest Contentful Paint: 18.2 초
204,2025. 12. 17 오전 10:40:49,https://dr-piel.com/,닥터피엘,홈,Mobile 4G,15,개선 필요,17.85,40.95,619,25.03,100초,"효율적인 캐시 수명 사용, 레이아웃 변경 원인, 자바스크립트 줄이기, Cumulative Layout Shift, 사용하지 않는 자바스크립트 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 17,603KiB | 자바스크립트 줄이기: 예상 절감 용량: 232KiB | Cumulative Layout Shift: 1"
205,2025. 12. 17 오전 10:40:49,https://dr-piel.com/233,닥터피엘,상품목록,Mobile 4G,8,개선 필요,18.3,44.25,1019,21.11,39초,"강제 실행된 리플로우, 사용하지 않는 자바스크립트 줄이기, Largest Contentful Paint, 대규모 레이아웃 변경 피하기, Speed Index","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,500KiB | Largest Contentful Paint: 44.3 초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견"
206,2025. 12. 17 오전 10:40:49,https://dr-piel.com/drpiel_total/?idx=190,닥터피엘,상품상세,Mobile 4G,0,실패,-,-,-,-,240초,HTTP 502,다시 시도 필요
207,2025. 12. 17 오전 10:40:49,https://ilenol.com/,아이레놀,홈,Mobile 4G,11,개선 필요,13.88,65.53,830,33.19,44초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 기본 스레드 작업 최소화하기, 최대 첫 입력 지연 예상 시간, 네트워크 페이로드가 커지지 않도록 관리하기, LCP 요청 탐색","기본 스레드 작업 최소화하기: 7.2 초 | 최대 첫 입력 지연 예상 시간: 310 밀리초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 19,955KiB"
208,2025. 12. 17 오전 10:40:49,https://ilenol.com/allproduct,아이레놀,상품목록,Mobile 4G,31,개선 필요,13.95,37.2,53,13.95,23초,"Largest Contentful Paint, CSS 축소하기, 레이아웃 변경 원인, First Contentful Paint, 대규모 레이아웃 변경 피하기",Largest Contentful Paint: 37.2 초 | CSS 축소하기: 예상 절감 용량: 52KiB | First Contentful Paint: 14.0 초
209,2025. 12. 17 오전 10:40:49,https://ilenol.com/137/?idx=1429,아이레놀,상품상세,Mobile 4G,4,개선 필요,18.38,76.05,1677,44.26,48초,"효율적인 캐시 수명 사용, 대규모 레이아웃 변경 피하기, 렌더링 차단 요청, CSS 축소하기, 자바스크립트 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 10,816KiB | 대규모 레이아웃 변경 피하기: 레이아웃 변경 9건 발견 | 렌더링 차단 요청: 예상 절감 시간: 13,030밀리초"
210,2025. 12. 17 오전 10:40:49,https://nelna.shop,낼라삽,홈,Mobile 4G,39,개선 필요,8.81,54.61,611,18.64,37초,"CSS 축소하기, 사용하지 않는 자바스크립트 줄이기, 렌더링 차단 요청, 기본 스레드 작업 최소화하기, Time to Interactive","CSS 축소하기: 예상 절감 용량: 68KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,173KiB | 렌더링 차단 요청: 예상 절감 시간: 8,630밀리초"
211,2025. 12. 17 오전 10:40:49,https://nelna.shop/shop-all,낼라삽,상품목록,Mobile 4G,39,개선 필요,7.76,32.05,604,13.96,43초,"최대 첫 입력 지연 예상 시간, 강제 실행된 리플로우, 네트워크 종속 항목 트리, Time to Interactive, 자바스크립트 줄이기",최대 첫 입력 지연 예상 시간: 270 밀리초 | Time to Interactive: 37.7 초 | 자바스크립트 줄이기: 예상 절감 용량: 248KiB
212,2025. 12. 17 오전 10:40:49,https://nelna.shop/shop-all/?idx=7417,낼라삽,상품상세,Mobile 4G,17,개선 필요,10.17,36.35,1610,17.04,53초,"효율적인 캐시 수명 사용, 이미지 전송 개선, 글꼴 표시, First Contentful Paint, CSS 축소하기","효율적인 캐시 수명 사용: 예상 절감 용량: 5,930KiB | 이미지 전송 개선: 예상 절감 용량: 151KiB | 글꼴 표시: 예상 절감 시간: 90밀리초"
213,2025. 12. 17 오전 10:40:49,https://madamjoo.store,마담주,홈,Mobile 4G,4,개선 필요,6.9,164.65,1616,26.57,56초,"Largest Contentful Paint, 레이아웃 변경 원인, 문서 요청 지연 시간, CSS 축소하기, 사용하지 않는 자바스크립트 줄이기",Largest Contentful Paint: 164.7 초 | 문서 요청 지연 시간: 예상 절감 시간: 580밀리초 | CSS 축소하기: 예상 절감 용량: 76KiB
214,2025. 12. 17 오전 10:40:49,https://madamjoo.store/291,마담주,상품목록,Mobile 4G,15,개선 필요,6.3,99.48,1498,16.05,49초,"Largest Contentful Paint, 대규모 레이아웃 변경 피하기, 글꼴 표시, Total Blocking Time, Time to Interactive",Largest Contentful Paint: 99.5 초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | 글꼴 표시: 예상 절감 시간: 70밀리초
215,2025. 12. 17 오전 10:40:49,https://madamjoo.store/299/?idx=5293,마담주,상품상세,Mobile 4G,27,개선 필요,6.9,44.33,2201,18.46,45초,"Largest Contentful Paint, 기본 스레드 작업 최소화하기, 이미지 전송 개선, Total Blocking Time, 네트워크 종속 항목 트리","Largest Contentful Paint: 44.3 초 | 기본 스레드 작업 최소화하기: 9.8 초 | 이미지 전송 개선: 예상 절감 용량: 1,779KiB"
216,2025. 12. 17 오전 10:40:49,https://koreanssan.com/,대한민국농수산,홈,Mobile 4G,32,개선 필요,15.68,20.63,1114,15.68,39초,"Time to Interactive, 자바스크립트 줄이기, 강제 실행된 리플로우, 레거시 JavaScript, 네트워크 페이로드가 커지지 않도록 관리하기",Time to Interactive: 40.0 초 | 자바스크립트 줄이기: 예상 절감 용량: 271KiB | 레거시 JavaScript: 예상 절감 용량: 59KiB
217,2025. 12. 17 오전 10:57:39,https://koreanssan.com/market,대한민국농수산,상품목록,Mobile 4G,0,실패,-,-,-,-,79초,HTTP 500,다시 시도 필요
218,2025. 12. 17 오전 10:57:39,https://koreanssan.com/shop_view/?idx=395,대한민국농수산,상품상세,Mobile 4G,9,개선 필요,15.08,17.7,1489,18.2,40초,"네트워크 종속 항목 트리, Speed Index, 대규모 레이아웃 변경 피하기, 사용하지 않는 자바스크립트 줄이기, Largest Contentful Paint","Speed Index: 18.2 초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 5건 발견 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,683KiB"
219,2025. 12. 17 오전 10:57:39,https://stenny.kr/,스테니,홈,Mobile 4G,35,개선 필요,8.63,32.4,860,14.59,37초,"이미지 전송 개선, 사용하지 않는 자바스크립트 줄이기, 기본 스레드 작업 최소화하기, Time to Interactive, CSS 축소하기","이미지 전송 개선: 예상 절감 용량: 1,388KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 908KiB | 기본 스레드 작업 최소화하기: 5.1 초"
220,2025. 12. 17 오전 10:57:39,https://stenny.kr/store,스테니,상품목록,Mobile 4G,34,개선 필요,8.48,31.93,984,13.75,33초,"이미지 전송 개선, 렌더링 차단 요청, 자바스크립트 실행 시간 단축, Time to Interactive, 기본 스레드 작업 최소화하기","이미지 전송 개선: 예상 절감 용량: 1,168KiB | 렌더링 차단 요청: 예상 절감 시간: 8,120밀리초 | 자바스크립트 실행 시간 단축: 2.5 초"
221,2025. 12. 17 오전 10:57:39,https://stenny.kr/shop_view/?idx=180,스테니,상품상세,Mobile 4G,33,개선 필요,8.03,40.8,1000,19.39,52초,"최대 첫 입력 지연 예상 시간, First Contentful Paint, 사용하지 않는 CSS 줄이기, 효율적인 캐시 수명 사용, Total Blocking Time",최대 첫 입력 지연 예상 시간: 590 밀리초 | First Contentful Paint: 8.0 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 448KiB
222,2025. 12. 17 오전 10:57:39,https://sleeplab.co.kr/,슬룸,홈,Mobile 4G,26,개선 필요,13.43,74.92,2705,24.82,115초,"LCP 분석, 기본 스레드 작업 최소화하기, Total Blocking Time, 사용하지 않는 CSS 줄이기, Speed Index","기본 스레드 작업 최소화하기: 11.4 초 | Total Blocking Time: 2,710 밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 423KiB"
223,2025. 12. 17 오전 10:57:39,https://sleeplab.co.kr/all,슬룸,상품목록,Mobile 4G,26,개선 필요,17.33,63.15,2956,18.42,46초,"Speed Index, 효율적인 캐시 수명 사용, 이미지 전송 개선, 자바스크립트 실행 시간 단축, 네트워크 페이로드가 커지지 않도록 관리하기","Speed Index: 18.4 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 12,868KiB | 이미지 전송 개선: 예상 절감 용량: 3,537KiB"
224,2025. 12. 17 오전 10:57:39,https://sleeplab.co.kr/all/?idx=63,슬룸,상품상세,Mobile 4G,27,개선 필요,13.65,66.6,2424,33.24,106초,"최대 첫 입력 지연 예상 시간, 렌더링 차단 요청, 강제 실행된 리플로우, 네트워크 종속 항목 트리, 사용하지 않는 CSS 줄이기","최대 첫 입력 지연 예상 시간: 1,610 밀리초 | 렌더링 차단 요청: 예상 절감 시간: 13,320밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 499KiB"
225,2025. 12. 17 오전 10:57:39,https://daybarrier.co.kr/,데이배리어,홈,Mobile 4G,4,개선 필요,20.7,60.6,1684,26.54,51초,"Time to Interactive, 사용하지 않는 CSS 줄이기, 기본 스레드 작업 최소화하기, 레이아웃 변경 원인, 대규모 레이아웃 변경 피하기",Time to Interactive: 62.2 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 342KiB | 기본 스레드 작업 최소화하기: 6.5 초
226,2025. 12. 17 오전 10:57:39,https://daybarrier.co.kr/all,데이배리어,상품목록,Mobile 4G,16,개선 필요,24.75,50.32,566,24.75,38초,"최대 첫 입력 지연 예상 시간, 효율적인 캐시 수명 사용, LCP 요청 탐색, LCP 분석, Total Blocking Time","최대 첫 입력 지연 예상 시간: 1,160 밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 9,900KiB | Total Blocking Time: 570 밀리초"
227,2025. 12. 17 오전 10:57:39,https://daybarrier.co.kr/shop/?idx=62,데이배리어,상품상세,Mobile 4G,8,개선 필요,21,138.83,1050,25.07,51초,"Cumulative Layout Shift, 레거시 JavaScript, 최대 첫 입력 지연 예상 시간, 대규모 레이아웃 변경 피하기, 자바스크립트 실행 시간 단축",Cumulative Layout Shift: 1 | 레거시 JavaScript: 예상 절감 용량: 73KiB | 최대 첫 입력 지연 예상 시간: 550 밀리초
228,2025. 12. 17 오전 10:57:39,https://kidzplan.kr/,키즈플랜,홈,Mobile 4G,55,보통,13.43,37.2,74,13.43,35초,"사용하지 않는 CSS 줄이기, 레거시 JavaScript, LCP 요청 탐색, 기본 스레드 작업 최소화하기, 자바스크립트 줄이기",사용하지 않는 CSS 줄이기: 예상 절감 용량: 337KiB | 레거시 JavaScript: 예상 절감 용량: 43KiB | 기본 스레드 작업 최소화하기: 3.4 초
229,2025. 12. 17 오전 10:57:39,https://kidzplan.kr/15,키즈플랜,상품목록,Mobile 4G,48,개선 필요,12.23,30,314,12.23,34초,"자바스크립트 줄이기, 효율적인 캐시 수명 사용, CSS 축소하기, 사용하지 않는 CSS 줄이기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다","자바스크립트 줄이기: 예상 절감 용량: 232KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 3,757KiB | CSS 축소하기: 예상 절감 용량: 33KiB"
230,2025. 12. 17 오전 10:57:39,https://kidzplan.kr/15/?idx=1,키즈플랜,상품상세,Mobile 4G,35,개선 필요,26.48,50.7,856,26.48,40초,"Total Blocking Time, 네트워크 페이로드가 커지지 않도록 관리하기, 렌더링 차단 요청, 이미지 전송 개선, 자바스크립트 실행 시간 단축","Total Blocking Time: 860 밀리초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 10,518KiB | 렌더링 차단 요청: 예상 절감 시간: 17,540밀리초"
231,2025. 12. 17 오전 10:57:39,https://www.nuzam.co.kr/,누잠,홈,Mobile 4G,30,개선 필요,8.18,33.53,1361,20.95,57초,"자바스크립트 줄이기, 네트워크 종속 항목 트리, LCP 분석, Speed Index, 글꼴 표시",자바스크립트 줄이기: 예상 절감 용량: 232KiB | Speed Index: 21.0 초 | 글꼴 표시: 예상 절감 시간: 430밀리초
232,2025. 12. 17 오전 11:13:38,https://www.nuzam.co.kr/online-shop,누잠,상품목록,Mobile 4G,42,개선 필요,7.88,33.08,320,14.07,32초,"Time to Interactive, 효율적인 캐시 수명 사용, 최대 첫 입력 지연 예상 시간, 글꼴 표시, Total Blocking Time","Time to Interactive: 33.8 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 6,352KiB | 최대 첫 입력 지연 예상 시간: 260 밀리초"
233,2025. 12. 17 오전 11:13:38,https://www.nuzam.co.kr/shop_view/?idx=2526,누잠,상품상세,Mobile 4G,27,개선 필요,7.88,71.25,2033,31.88,107초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 사용하지 않는 CSS 줄이기, 사용하지 않는 자바스크립트 줄이기, Time to Interactive, CSS 축소하기","사용하지 않는 CSS 줄이기: 예상 절감 용량: 425KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 3,013KiB | Time to Interactive: 76.6 초"
234,2025. 12. 17 오전 11:13:38,https://lenssis-ko.com/,렌시스,홈,Mobile 4G,31,개선 필요,9.6,41.55,1095,18.35,42초,"사용하지 않는 자바스크립트 줄이기, 강제 실행된 리플로우, 기본 스레드 작업 최소화하기, 글꼴 표시, LCP 분석",사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 796KiB | 기본 스레드 작업 최소화하기: 7.6 초 | 글꼴 표시: 예상 절감 시간: 20밀리초
235,2025. 12. 17 오전 11:13:38,https://lenssis-ko.com/251,렌시스,상품목록,Mobile 4G,32,개선 필요,14.1,30.98,1109,14.1,37초,"네트워크 페이로드가 커지지 않도록 관리하기, CSS 축소하기, LCP 분석, Speed Index, 효율적인 캐시 수명 사용","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 5,561KiB | CSS 축소하기: 예상 절감 용량: 30KiB | Speed Index: 14.1 초"
236,2025. 12. 17 오전 11:13:38,https://lenssis-ko.com/251/?idx=304,렌시스,상품상세,Mobile 4G,29,개선 필요,14.18,54.53,1481,18.41,39초,"효율적인 캐시 수명 사용, 사용하지 않는 CSS 줄이기, 렌더링 차단 요청, Largest Contentful Paint, LCP 분석","효율적인 캐시 수명 사용: 예상 절감 용량: 34,243KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 290KiB | 렌더링 차단 요청: 예상 절감 시간: 12,830밀리초"
237,2025. 12. 17 오전 11:13:38,https://miraclesydney.co.kr/,미라클 시드니,홈,Mobile 4G,2,개선 필요,9.68,27.45,2274,18.97,51초,"LCP 요청 탐색, 자바스크립트 줄이기, 레이아웃 변경 원인, 사용하지 않는 CSS 줄이기, 글꼴 표시",자바스크립트 줄이기: 예상 절감 용량: 242KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 353KiB | 글꼴 표시: 예상 절감 시간: 430밀리초
238,2025. 12. 17 오전 11:13:38,https://miraclesydney.co.kr/all,미라클 시드니,상품목록,Mobile 4G,48,개선 필요,9.38,12.83,321,15.67,27초,"Largest Contentful Paint, 자바스크립트 줄이기, 자바스크립트 실행 시간 단축, 렌더링 차단 요청, 네트워크 페이로드가 커지지 않도록 관리하기",Largest Contentful Paint: 12.8 초 | 자바스크립트 줄이기: 예상 절감 용량: 242KiB | 자바스크립트 실행 시간 단축: 1.3 초
239,2025. 12. 17 오전 11:13:38,https://miraclesydney.co.kr/shop_view/?idx=1,미라클 시드니,상품상세,Mobile 4G,3,개선 필요,10.65,37.65,1883,25.65,50초,"레거시 JavaScript, LCP 분석, 대규모 레이아웃 변경 피하기, Total Blocking Time, First Contentful Paint","레거시 JavaScript: 예상 절감 용량: 56KiB | 대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | Total Blocking Time: 1,880 밀리초"
240,2025. 12. 17 오전 11:13:38,https://www.rangcompany.com/,랑컴퍼니,홈,Mobile 4G,7,개선 필요,3.94,90.83,2014,11.56,45초,"Speed Index, 사용하지 않는 CSS 줄이기, First Contentful Paint, 렌더링 차단 요청, Largest Contentful Paint",Speed Index: 11.6 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 312KiB | First Contentful Paint: 3.9 초
